EarthMarsRelay2.Mars.RadPer   EarthMarsRelay2.Earth.RadPer   
348653321.6277154             284592750.7060212              
351458227.0875379             286748956.9894739              
354179469.0496313             288988463.9743868              
356820132.9363991             291304525.2621552              
359383069.3939685             293689705.9178435              
361870888.4032115             296137674.8771198              
364285958.5556681             298644940.6569456              
366630410.4250569             301210637.9746831              
368906143.1334817             303833485.2332454              
371114833.3624899             306509790.478754               
373257946.1928943             309234259.2640711              
375336747.2715721             312000712.7822813              
377352315.901019              314801307.5134239              
379305558.728469              317626037.5959775              
381197223.7784261             320465238.1868732              
383027914.6263149             323312747.7361229              
384798104.554518              326165994.9507096              
386508150.56664               329023539.3667561              
388158307.1636234             331882364.3302069              
389748739.8072459             334737325.4407161              
391279538.0138434             337582072.5130836              
392750728.0334066             340409012.9927859              
394162285.078922              343207859.7926975              
395514145.0778319             345966592.8925567              
396806215.9236935             348676329.4869855              
398038388.2111092             351332796.9368458              
399210545.4382965             353933647.9556183              
400322573.6603426             356476020.3559251              
401374370.5782016             358955438.8198528              
402365854.054653              361366021.1916392              
403296970.052216              363700949.5695055              
404167699.9879606             365951720.0147818              
404978067.5002512             368107284.1351813              
405728144.623419              370157556.1755194              
406418057.3673882             372097230.0087362              
407047990.7008159             373923723.6052326              
407618192.9371919             375634429.2241935              
408128979.5254814             377225784.7308612              
408580736.2495451             378693129.9074881              
408973921.8439436             380030909.577251               
409309070.0377554             381232703.9337662              
409586791.0415635             382290889.7662629              
409807772.49576               383197991.9709081              
409972779.9006459             383949790.7572342              
410082656.5504534             384544807.1089725              
410138322.9950772             384981800.597433               
410140776.0544711             385258848.8844646              
410091087.4123695             385373236.4794                 
409990401.816964              385321450.9552113              
409839934.917143              385099276.3801419              
409640970.7631856             384702285.4864765              
409394859.0017692             384127663.2601197              
409103011.7967039             383375968.00924                
408766900.5085497             382449376.6255547              
408388052.1662493             381349510.5267841              
407968045.7625103             380077242.4214571              
407508508.4035741             378632704.2784085              
407011111.3426114             377015051.2921599              
406477565.9257336             375222541.7080147              
405909619.4791913             373253346.2065124              
405309051.166071              371107999.1620514              
404677667.8391102             368792447.0403584              
404017299.91491               366315503.6993486              
403329797.2924784             363683828.4015766              
402617025.3378594             360902003.8212734              
401880860.9545744             357973748.0022472              
401123188.7582022             354901455.4639168              
400345897.3715894             351685653.2336566              
399550875.8550406             348326221.8271753              
398740010.2840618             344825426.9882416              
397915180.4848595             341191625.7504038              
397078256.9356515             337438998.0217599              
396231097.8397371             333580851.4031864              
395375546.3740829             329626368.3775277              
394513428.1159502             325582701.5265039              
393646548.6491769             321455689.6727186              
392776691.3511991             317248256.2701442              
391905615.3620112             312960468.4639311              
391035053.7357325             308594033.7066703              
390166711.7752115             304157076.7244809              
389302265.5482891             299664658.3147338              
388443360.5820832             295134003.7671576              
387591610.7286954             290578803.525802               
386748597.1936528             286008941.0881658              
385915867.7199659             281432525.9854811              
385094935.919545              276855100.9233119              
384287280.741152              272277103.7903805              
383494346.0605114             267696896.1410249              
382717540.3771675             263119173.3464692              
381958236.6014203             258556711.7604951              
381217771.9132068             254025756.5049231              
380497447.6729                249541224.3549951              
379798529.3621526             245114372.0815642              
379122246.5300098             240753672.7507788              
378469792.7163337             236465631.0239252              
377842325.3205283             232252391.8302776              
377240965.3793464             228109941.8620174              
376666797.2127873             224036180.4757931              
376120867.8915765             220038575.7599893              
375604186.4736836             216129579.3835462              
375117722.9500864             212321276.7609593              
374662406.8321744             208623483.0778084              
374239125.3038458             205043374.3660777              
373848720.8515726             201586066.4259371              
373491988.2742487             198254120.1046059              
373169670.962694              195044646.6191954              
372882456.3253033             191950901.9540632              
372630970.2225747             188972410.2180157              
372415770.2587086             186116059.4018173              
372237337.7642345             183389486.0240194              
372096068.2899298             180798767.0216175              
371992260.4203649             178348379.15102                
371926102.706651              176041196.2109726              
371897658.5139506             173878466.4507257              
371906848.5826988             171858805.8754738              
371953431.1163614             169977038.9888041              
372036979.237                 168228565.6211402              
372156855.6973948             166614539.2367291              
372312184.8109765             165138676.2855032              
372501821.6644555             163804023.1629547              
372724318.8203003             162612867.336165               
372977890.9046604             161566974.9762454              
373260377.717813              160667526.4457095              
373569206.8045742             159915018.1629422              
373901356.7831192             159309126.1728986              
374253323.1497067             158849386.1066775              
374621088.7423952             158536803.8334118              
375000101.5366443             158373616.949105               
375385262.9224215             158362077.5411799              
375770930.0220715             158504167.7356885              
376150935.877813              158801612.074619               
376518631.3798463             159255888.4301071              
376866952.5209969             159868421.9491224              
377188515.8534848             160640970.2364152              
377475743.8057281             161575860.3997763              
377721019.7546447             162674821.7069801              
377916870.4735681             163936805.7832375              
378056170.9132938             165358079.6833132              
378132363.4528819             166933494.5933677              
378139681.1052934             168656628.5855905              
378073362.0737212             170519532.6956768              
377929841.9277633             172513349.8078196              
377706909.832732              174629704.9396974              
377403816.8945701             176861362.8271546              
377021327.7337101             179201103.5000053              
376561710.590254              181639017.9145916              
376028666.0972595             184161381.0479366              
375427199.7198664             186752592.5898551              
374763447.116266              189396800.7478082              
374044464.8120604             192077885.6778743              
373278000.2744685             194779516.4491894              
372472255.6534143             197487117.1258096              
371635658.2797235             200189975.3377764              
370776648.8043771             202880182.3972127              
369903495.04274               205549767.554617               
369024136.572842              208188678.5956704              
368146062.2828829             210785009.1944112              
367276220.6238811             213326530.5142661              
366420960.4395658             215801303.0648821              
365585998.9567627             218197155.973511               
364776412.7868541             220502244.7397783              
363996647.5260165             222708086.7875824              
363250541.6388785             224810235.5467771              
362541360.655497              226804938.1746947              
361871838.2055961             228686756.8632413              
361244220.9750594             230448212.5884599              
360660315.2379509             232080487.9145373              
360121533.1514804             233574287.2753465              
359628937.4773186             234920037.5226476              
359183283.7973387             236107942.2727475              
358785059.622322              237129760.6956428              
358434520.056116              237980643.3384554              
358131719.8855554             238656850.6712317              
357876542.1187558             239153079.528472               
357668723.0968763             239462168.9611715              
357507874.3730942             239575635.3968083              
357393501.596876              239484285.1251954              
357325020.6646216             239178774.2497965              
357301771.4053515             238650554.9366122              
357323029.0663166             237893957.637082               
357388013.8524026             236906582.1770832              
357495898.7576578             235685329.3760704              
357645815.9086471             234224378.7494769              
357836861.6199951             232516195.2920551              
358068100.3428185             230552194.7148489              
358338567.6674638             228323179.2603067              
358647272.524124              225820059.6487506              
358993198.7079737             223035258.3402576              
359375305.8403361             219966577.5769221              
359792529.8633534             216620498.1944162              
360243783.1535373             213003780.2269122              
360727954.3284988             209114789.5635599              
361243907.8115959             204947665.8566957              
361790483.2108958             200495912.1607684              
362366494.56129               195752121.1340418              
362970729.4727082             190708342.4865164              
363601948.2214038             185358495.0625214              
364258882.8169279             179703082.2062025              
364940236.0731751             173756615.086052               
365644680.7082188             167544806.1088402              
366370858.4947803             161084376.8437894              
367117379.4807844             154378360.7816117              
367882821.2981029             147426501.3696109              
368665728.5762291             140227985.2032163              
369464612.4743722             132779171.8387428              
370277950.3429782             125075446.7728537              
371104185.5248461             117119243.6164965              
371941727.3063123             108929579.1278909              
372788951.0285097             100546072.8450485              
373644198.3670384             92013363.53155893              
374505777.7876937             83359429.34580614              
375371965.1844742             74599119.76691936              
376241004.705604              65745211.10322074              
377111109.7723156             56807922.23391853              
377980464.2942404             47790522.19549055              
378847224.0845096             38696615.77827005              
379709518.47668               29548256.64399114              
380565452.1447842             20394311.75772866              
381413107.1266195             11304356.42988051              
382250545.0488386             2423788.349159576              
383075809.550578              6574764.948249077              
383886928.900382              15170356.33312621              
384681918.7995003             23549383.6243277               
385458785.363328              31664221.63572602              
386215528.2719265             39489491.95001959              
386950144.0796074             46994369.76568174              
387660629.6727768             54120358.73328871              
388344985.8635272             60787618.1817414               
389001221.1050232             66912570.30599565              
389627355.3124834             72419194.52208082              
390221423.771565              77241375.72537567              
390781481.113893              81319114.62247254              
391305605.3374304             84596915.80517779              
391791901.8474496             87026393.72150819              
392238507.4917352             88563145.10609159              
392643594.5609397             89155783.72440432              
393005374.7230776             88750593.7463589               
393322102.8597007             87307671.47026518              
393592080.7709176             84809260.18591985              
393813660.7164968             81261536.66511877              
393985248.7601902             76693874.83832161              
394105307.8845149             71158609.52911018              
394172360.8429129             64729401.28104174              
394184992.7163878             57485312.24392417              
394141853.1417747             49488795.09655227              
394041658.1788043             40807051.43022569              
393883191.783767              31542831.20009756              
393665306.8581843             21832992.53429091              
393386925.8415137             11884629.94904141              
393047040.8182818             3175368.618437713              
392644713.1110674             9710237.268017756              
392179072.3325548             19870447.63122452              
391649314.8717411             30051229.26279227              
391054701.7916061             40053279.74216481              
390394556.117191              49829466.68409488              
389668259.4946907             59352505.74151465              
388875248.2037523             68579983.78061081              
388015008.5081538             77467096.90309289              
387087071.3332352             85974176.38777335              
386091006.2632871             94066034.40222426              
385026414.8562306             101711319.5839889              
383892923.2769002             108882953.9736571              
382690174.2532207             115564834.4732038              
381417818.3619658             121768316.3683473              
380075504.6527483             127525690.0042492              
378662870.6222052             132860864.8000653              
377179531.5534397             137784775.4909765              
375625069.2410199             142304039.7649537              
373999020.1275635             146423783.8304306              
372300862.885878              150147136.0524601              
370530005.4911128             153476276.0167976              
368685771.8407039             156415700.7769787              
366767387.9957637             158977344.1559725              
364773968.1368667             161182688.9977249              
362704500.350625              163054412.4198937              
360557832.3934929             164609059.8392285              
358332657.6162733             165858476.2073618              
356027501.2789944             166812337.5827326              
353640707.5427828             167478850.1392536              
351170427.4935609             167865682.3458295              
348614608.6350125             167982227.5508425              
345970986.3860525             167841274.8851156              
343237078.2319416             167457902.4255173              
340410181.3090741             166846103.724267               
337487374.3520681             166016954.9087827              
334465525.0953548             164979481.3303223              
331341304.4011201             163741470.4751377              
328111208.5672286             162309620.1423555              
324771591.4380298             160690946.7453921              
321318708.0842929             158895910.2758843              
317748771.916213              156939307.8818194              
314058027.1161379             154837389.9705716              
310242838.1781566             152604465.0637955              
306299798.0756543             150251717.5343557              
302225856.0935681             147788719.3163569              
298018465.6066596             145224895.6159852              
293675751.0137032             142569241.5616411              
289196691.6234516             139830227.7591082              
284581318.5343875             137019394.4968273              
279830918.5139156             134155334.1327384              
274948236.6793672             131260376.7885674              
269937667.6093371             128355534.0372404              
264805422.6364262             125459071.5558368              
259559659.8199615             122587013.5593892              
254210562.8170082             119754283.8096405              
248770355.8733782             116974992.7662741              
243253244.6440751             114261338.7238034              
237675276.5425531             111624069.5990269              
232054119.5913026             109077802.0490791              
226408764.831078              106642448.3097164              
220759163.5608197             104336567.6997607              
215125816.2370733             102174106.2358644              
209529334.0347776             100164843.8140317              
203989996.3250994             98315004.33450994              
198527327.3378974             96627787.96236265              
193159713.0225717             95103450.54369919              
187904075.0095941             93739081.64005959              
182775613.3011431             92530916.07524362              
177787623.6132343             91478584.92853869              
172951389.7964584             90583056.42334388              
168276147.0169239             89842714.41488753              
163769107.7587549             89253669.9860699               
159435540.3666813             88810941.86294937              
155278888.7375083             88509161.29219414              
151300921.711669              88343201.83369711              
147501901.4674861             88308816.34483355              
143880761.5131523             88403323.49891816              
140435286.4567805             88625486.32930516              
137162287.4071786             88973816.48806038              
134057768.4655225             89446341.0090023               
131117081.2117373             90041710.68933004              
128335065.3152439             90759429.984312                
125706174.3901493             91599976.0399716               
123224586.976783              92565411.98106946              
120884303.0869024             93660062.62314813              
118679227.1292366             94890738.11443867              
116603238.2675441             96264581.77482779              
114650249.387465              97783343.92575222              
112814255.8886872             99443097.132118                
111089375.4998924             101240343.1283273              
109469880.2552439             103173636.1831268              
107950221.686888              105242389.6753119              
106525050.193316              107447454.997825               
105189229.440042              109793111.8918847              
103937846.5514503             112287368.099449               
102766218.7579573             114938870.3859622              
101669897.0742064             117750463.9901373              
100644667.4952347             120715127.5995993              
99686550.11367908             123822081.6447742              
98791796.5080788              127063174.5164196              
97956885.7216695              130432316.860645               
97178519.09775056             133924364.3469922              
96453614.1810777              137537896.8334508              
95779297.85656372             141278400.1031717              
95152898.87358715             145154451.5485959              
94571939.88452959             149169503.2013916              
94034129.10654111             153316991.8059299              
93537351.69883563             157582849.7198474              
93079660.9337492              161952772.1320681              
92659269.22701667             166415221.9237441              
92274539.08331922             170959869.6845945              
91923974.00362955             175578242.3344096              
91606209.39513138             180269652.3998716              
91320003.51919423             185042230.3660147              
91064228.5103559              189901563.8503771              
90837861.49640635             194842934.3324873              
90639975.84657773             199853214.1939175              
90469732.57128115             204916094.9048849              
90326371.89168106             210016419.6032034              
90209204.99247305             215140731.8795776              
90117605.96700142             220276228.9635185              
90051003.9594056              225414406.9903263              
90008875.50527741             230558520.4741975              
89990737.06941853             235717036.596275               
89996137.77658765             240889042.7475421              
90024652.32870771             246063947.225762               
90075874.09998101             251227026.302863               
90149408.39812705             256362898.0314329              
90244865.8780742              261457189.8517103              
90361856.09172405             266496331.3806846              
90499981.15585729             271468092.6186819              
90658829.51843199             276368003.9819822              
90837969.79940879             281202932.8962889              
91036944.67980921             285977297.178438               
91255264.8099947              290684884.7351466              
91492402.70710064             295314244.6211699              
91747786.60945678             299852758.0613129              
92020794.25382052             304287893.148024               
92310746.53829549             308607777.6903813              
92616901.0318547              312801421.9783038              
92938445.28812438             316861154.6497181              
93274489.91855764             320788323.187299               
93624061.37696056             324589379.2095295              
93986094.40388368             328264022.7197403              
94359424.07535815             331805456.9704714              
94742777.39654918             335205293.2762194              
95134764.37531114             338455098.333147               
95533868.50594003             341546716.5195307              
95938436.58631764             344472881.4871529              
96346667.78492709             347228300.0543452              
96756601.86623181             349812210.0481155              
97166106.47315356             352229212.1066411              
97572863.35539779             354482843.0671468              
97974353.42030013             356571639.2029372              
98367840.46933605             358491955.552759               
98750353.46832222             360240126.0751047              
99118667.18194319             361812837.0873307              
99469280.98463373             363207562.2049701              
99798395.63853523             364423511.4477364              
100101887.80673               365462491.8866247              
100375282.0452662             366328809.1978335              
100613719.9909582             367026903.2774833              
100811926.4347644             367558939.8141445              
100964171.9403714             367925501.4526158              
101064231.640716              368127043.6283596              
101105339.8211557             368164479.8995031              
101080139.8838994             368039709.0553446              
100980629.2871451             367756445.5942672              
100798099.0713594             367320442.2807038              
100523067.6351938             366738343.3100226              
100145208.5222166             366015758.421953               
99653272.14846008             365156489.4640562              
99035001.67427436             364163584.4723009              
98277043.64477636             363040260.1941469              
97364854.65503947             361790068.5820582              
96282606.22272579             360417435.1895149              
95013091.38818453             358929005.6143594              
93537638.46564288             357333882.3984562              
91836040.04343309             355641455.8071443              
89886509.04679988             353859223.3816359              
87665678.7758304              351992366.7154419              
85148670.75052002             350044972.3184263              
82309263.47415149             348021343.4799474              
79120207.55015981             345926150.4002002              
75553748.86995412             343764381.8473394              
71582443.26053977             341542716.1662197              
67180375.84799418             339271258.5047358              
62324943.13332815             336961360.1659676              
56999433.35876679             334621950.4196166              
51196802.72733372             332259243.3782752              
44925448.34298483             329877950.2163793              
38218939.4871689              327482405.9667913              
31155487.15724357             325077131.9167876              
23907552.96669333             322666707.1428719              
16908599.84241853             320256150.6453982              
11529272.25016736             317853091.8110378              
11224429.56747692             315468335.2975081              
16429217.60517406             313111511.9834981              
23644156.67790265             310789071.4778084              
31247031.16252973             308505785.4856209              
38656976.63655417             306265736.6542287              
45576722.60020837             304072714.6336409              
51812938.88043027             301930379.5298173              
57231063.36815366             299842269.5586708              
61741177.89709959             297812657.6222548              
65291021.51861019             295848445.9790344              
67860041.50890954             293957950.0004106              
69453226.55688798             292147423.4990826              
70094900.02963021             290421197.5655767              
69822962.0184333              288782884.571064               
68683978.52331336             287235636.9770607              
66729315.92820369             285782175.2160596              
64012334.6981229              284424863.9714608              
60586531.64400472             283165891.2397601              
56504457.21119702             282008052.4735942              
51817218.18973374             280955511.2989155              
46574389.40925682             280012554.9165709              
40824186.96071                279182349.3698688              
34613794.8742805              278467246.8697642              
27989798.33534621             277869081.7300266              
20998839.3759465              277389126.9384865              
13689463.22690869             277028029.9169309              
6126466.729594072             276785833.5990397              
1970635.98040801              276662092.6615622              
9826691.426946338             276656155.8367991              
17975849.41829357             276767491.3805328              
26239343.85346987             276995738.6894709              
34568378.05290682             277340453.9052859              
42921991.02925155             277800869.6753212              
51262696.29291159             278375860.7546956              
59556033.75908205             279063987.910886               
67770645.99398498             279863408.9624685              
75878413.90838292             280771610.6719488              
83854546.10496716             281785136.6651623              
91677593.51538216             282899634.2074285              
99329385.96045667             284110720.2668068              
106794898.0968803             285414855.3809162              
114062057.4762502             286809089.4904838              
121121509.653148              288290565.5008207              
127966355.4952149             289856596.4746385              
134591874.7429048             291504953.6536737              
140995247.8753676             293233334.6913165              
147175285.8767786             295038067.1618867              
153132175.0709909             296913571.3453253              
158867242.0639582             298853146.7588215              
164382741.8545252             300850519.9126686              
169681670.4321416             302900627.1710816              
174767601.8586462             304999139.1844743              
179644548.9032998             307142080.0874413              
184316845.6653665             309326415.473768               
188789050.2136863             311550433.4031765              
193065865.0570602             313811601.6275926              
197152073.1974911             316104278.9868073              
201052487.5884273             318420511.561509               
204771911.982316              320751942.0978324              
208315111.3626479             323091134.2696005              
211686790.3691746             325431813.2418785              
214891578.3169215             327768384.2516512              
217934019.5772561             330096038.6770771              
220818568.242076              332411961.4230608              
223549586.1377634             334714590.6914662              
226131343.3948019             336999373.5343689              
228568020.9084748             339257935.4790252              
230863714.1428482             341480795.8092936              
233022437.8325079             343659029.0145656              
235048131.2232173             345784786.0724123              
236944663.566374              347851235.0819442              
238715839.6433948             349852362.9992929              
240365405.1468109             351783614.1166638              
241897051.789177              353642661.0326733              
243314422.045848              355426401.3629684              
244621113.4674429             357127572.0908593              
245820682.5162149             358736850.6124461              
246916647.9000404             360245336.615482               
247912493.3934528             361645148.6965016              
248811670.1481129             362929521.1672409              
249617598.5036151             364092803.2649619              
250333669.3215238             365130518.1011444              
250963244.8731291             366039566.649188               
251509659.3123862             366816991.8258368              
251976218.7666057             367457285.7334045              
252366201.0796708             367952925.8042333              
252682855.2440076             368296726.0093321              
252929400.5583484             368482675.9541366              
253109025.5490804             368506078.1225486              
253224886.6913899             368363680.5361757              
253280106.9659647             368053642.4760706              
253277774.2857591             367574939.5675103              
253220939.8251205             366925521.1465147              
253112616.2826693             366100734.2344983              
252955776.1062334             365095139.809761               
252753349.7074719             363904673.416608               
252508223.6903943             362526805.2717847              
252223239.1167888             360960589.612312               
251901189.8291891             359207139.4677674              
251544820.8493541             357269615.2581271              
251156826.8694854             355152004.7657362              
250739850.8495409             352856397.9288766              
250296482.7343234             350380302.7144248              
249829258.3002771             347719196.7432481              
249340658.1427546             344871473.9505199              
248833106.8106144             341838606.2298307              
248308972.0950291             338623889.1263826              
247770564.4736194             335233118.0018792              
247220136.7133416             331675625.2868992              
246659883.6336184             327962527.6817915              
246091942.0332398             324102330.273104               
245518390.781301              320097384.9125973              
244941251.0722356             315945022.3955738              
244362486.8444423             311643933.8530288              
243784005.3599774             307197612.0072549              
243207657.9432843             302612536.835045               
242635240.8761176             297897376.8673863              
242068496.446507              293065316.4125276              
241509114.1486498             288134585.422902               
240958732.0317361             283121619.4805264              
240418938.1947002             278034331.1662278              
239891272.4246989             272873228.8862437              
239377227.9770615             267637058.108395               
238878253.4943092             262328156.927639               
238395755.0629663             256953165.6742502              
237931098.406337              251521092.0869244              
237485611.212179              246044304.7997515              
237060585.5947315             240542702.3675315              
236657280.690447              235040231.9272959              
236276925.3875017             229551411.1442156              
235920721.1896531             224079062.4578889              
235589845.2148099             218621992.2908156              
235285453.3294663             213180223.3063742              
235008683.4203018             207757212.7350397              
234760658.8044215             202359414.182808               
234542491.7798973             196995548.8747872              
234355287.3181385             191680003.7368057              
234200146.8989019             186436746.9157259              
234078172.4887879             181287652.4443286              
233990470.6626799             176238736.0417001              
233938156.8682046             171287450.1327815              
233922359.8317002             166431215.5288959              
233944226.1032134             161669295.5293057              
234004924.7356851             157003249.1799867              
234105652.0920822             152436850.9517766              
234247636.7707138             147977143.1954573              
234432144.6365175             143639273.9498815              
234660483.9410109             139445333.3051651              
234934010.5094283             135406957.9112066              
235254132.9660292             131521177.4071808              
235622317.9623468             127782113.6026034              
236040095.362598              124185286.7084511              
236509063.330957              120727334.9211279              
237030893.2524313             117406424.5782862              
237607334.404801              114223218.2097884              
238240218.2819412             111183198.4673627              
238931462.449306              108299295.4670071              
239683073.7883999             105583821.271906               
240497150.9609787             103036262.3923102              
241375885.8923355             100648606.8037825              
242321564.0379961             98413204.1733454               
243336563.1588164             96323381.79578783              
244423350.2859459             94373052.20025097              
245584476.5090718             92557837.98693742              
246822569.1707514             90876628.29092306              
248140320.9948754             89332685.60744898              
249540475.6206881             87931439.68613271              
251025808.9546772             86673134.93970744              
252599105.6943428             85551336.12336832              
254263130.3235838             84558538.64944309              
256020591.8422201             83688601.34995443              
257874101.4822817             82936474.84217657              
259826122.6986203             82298501.15341991              
261878912.8089597             81773348.05908255              
264034455.8094124             81362015.63788465              
266294386.1203351             81066491.28355891              
268659903.3408518             80888062.99834038              
271131678.5327803             80827267.88380942              
273709753.1356956             80885530.07157637              
276393432.3460524             81066007.84471983              
279181175.6724265             81373563.31069346              
282070488.3832324             81814688.71719082              
285057818.6431648             82396714.182809                
288138466.2118865             83125765.20082578              
291306509.5431997             84005495.74906287              
294554758.8297771             85038167.58865429              
297874742.8098276             86226916.91726577              
301256736.7937379             87576675.31934743              
304689838.2122266             89092682.27368125              
308162093.9314783             90779045.29956891              
311660680.6204264             92638831.53752936              
315172135.7281034             94673802.69645683              
318682632.4259487             96880789.77002756              
322178287.6316656             99248456.60955425              
325645488.5000953             101760619.5364773              
329071220.1010956             104400983.529835               
332443375.8729013             107154900.8433646              
335751033.1169056             110008812.7016545              
338984678.2909603             112948836.6593519              
342136370.8810193             115960620.176771               
345199839.6612992             119030697.632038               
348170510.5261654             122145461.2286459              
351045470.1145847             125285135.2768615              
353823373.5814526             128423505.4975522              
356504307.7288249             131535219.7125195              
359089622.1545437             134599022.6883291              
361581741.1866932             137597324.5811798              
363983968.3882517             140515197.51587                
366300293.6686734             143339463.7627639              
368535210.8736594             146058852.3246319              
370693551.4525123             148664649.4841651              
372780337.6625456             151147076.2261509              
374800656.920593              153489450.3693814              
376759557.4317666             155672165.9777427              
378661964.1335951             157678669.8417678              
380512613.2618472             159495708.9959006              
382316003.4213365             161112239.6357804              
384076360.8662249             162518728.1031391              
385797616.6966056             163706573.5604021              
387483393.8037615             164667666.1945072              
389137001.5979059             165392846.4838645              
390761436.7937919             165868695.0595162              
392359388.7851387             166078545.7701961              
393933248.3835602             166007132.3878128              
395485118.9119008             165641727.3626103              
397016828.838198              164971464.9722478              
398529945.325426              163986920.8490356              
400025788.2276526             162679400.6733187              
401505444.1794782             161039281.8360541              
402969780.5202073             159052379.5578101              
404419458.8734308             156696643.2106785              
405854948.2660409             153948531.3039214              
407276537.7195106             150791747.2586232              
408684348.2830366             147215194.188319               
410078344.5051984             143210135.6292625              
411458345.3601997             138771267.6103954              
412824034.6581827             133897260.3477953              
414174970.9777943             128587546.7747418              
415510597.1642104             122835792.0881205              
416830249.4380542             116622184.5445875              
418133166.1606359             109916888.4077842              
419418496.2993347             102702268.0113876              
420685307.6343142             94981812.42883779              
421932594.7445607             86770596.14496551              
423159286.8075521             78092737.78554037              
424364255.2429665             68987235.18578748              
425546321.226366              59509008.65074409              
426704263.0944818             49716802.80533095              
427836823.658878              39659068.41081685              
428942717.4405671             29372505.07379612              
430020637.8336498             18902635.95795343              
431069264.2019385             8353490.648214218              
432087268.9086007             2722685.83873386               
433073324.2749845             12978039.20812602              
434026109.4612641             23254320.62805467              
434944317.2571583             33174667.5202493               
435826660.765649              42569504.71902878              
436671879.9587963             51300180.72813211              
437478748.0840332             59265306.02797487              
438246077.9002523             66388817.19464675              
438972727.7226712             72605176.45573351              
439657607.2546006             77852983.5628323               
440299683.1831406             82080203.92947935              
440897984.5148878             85251213.41795877              
441451607.6269109             87347728.42393421              
441959721.0077281             88369133.96568114              
442421569.6629457             88340495.40712066              
442836479.1610062             87314051.30217999              
443203859.2959382             85354607.8350413               
