EarthMarsRelay2.Mars.RadPer   EarthMarsRelay2.Earth.RadPer   
413994741.3150831             242597550.9758253              
413005640.9433011             238156234.0872729              
412020123.8697871             233762156.3236048              
411039449.3045111             229428738.1510326              
410064820.0579947             225173653.0515864              
409097379.3414335             221010285.7977298              
408138207.457965              216945215.7789285              
407188318.3406408             212982021.9605211              
406248655.8868282             209122750.5458743              
405320090.0324473             205366474.490209               
404403412.5026517             201710024.6509768              
403499332.1689174             198153535.8949622              
402608469.9364455             194704111.8438255              
401731353.0804573             191373348.1768457              
400868408.9453788             188172009.5777474              
400019957.9166569             185106226.5406795              
399186205.5704626             182178260.4711211              
398367233.9021911             179388661.708986               
397562991.531382              176736099.2150907              
396773282.7803868             174216130.5429381              
395997755.5282667             171824156.3594064              
395235887.752233              169561122.2067553              
394486972.6878315             167432645.1698179              
393750102.5685293             165444546.8023669              
393024150.9480904             163600516.6019205              
392307753.6676467             161901832.1155501              
391599288.6097493             160348320.3927815              
390896854.4867752             158939051.1132061              
390198249.0484459             157671856.866639               
389500947.2633396             156543448.5293992              
388802080.2368532             155552555.7378123              
388098415.8766639             154701382.2997718              
387386342.6048881             153992982.2448249              
386661857.7385161             153429750.0332271              
385920562.5039471             153013492.2251722              
385157665.9957517             152745759.0495653              
384368000.702453              152628145.5863037              
383546052.4571028             152662468.5281477              
382686007.7683734             152850979.0294155              
381781821.3770524             153196413.5428595              
380827306.4838215             153700913.8815002              
379816249.3294412             154365303.7476614              
378742548.6161739             155189716.4258734              
377600378.6127596             156173891.348455               
376384372.7147478             157317081.294353               
375089821.8467367             158618008.4191093              
373712879.5950963             160074907.3836488              
372250763.640022              161685993.1769097              
370701941.2652717             163449891.9005323              
369066285.8280218             165362927.89628                
367345191.3884894             167415860.1782591              
365541634.423349              169596287.0620975              
363660174.6732727             171891297.4083135              
361706891.4598873             174287642.1342785              
359689256.7874806             176771722.7565953              
357615951.6037995             179330132.7996243              
355496636.0747339             181950466.5609311              
353341688.053186              184622343.9912422              
351161925.709751              187336690.6611996              
348968330.4110473             190081243.6403798              
346771784.5098253             192839525.4651417              
344582836.0876991             195594808.9968559              
342411499.3308356             198331827.1899863              
340267095.6117373             201036412.0802973              
338158136.9270779             203695587.6665471              
336092250.4209107             206298498.362274               
334076140.4893094             208837228.8797427              
332115583.4727773             211306540.3183007              
330215449.1552089             213700996.410566               
328379743.0924207             216011478.619694               
326611664.0496774             218226415.420747               
324913671.389461              220334600.1808165              
323287557.9880216             222325704.1886149              
321734525.0644147             224189961.2292067              
320255256.1006286             225918831.725214               
318849987.763215              227506207.0786742              
317518576.3758326             228948110.0133382              
316260559.0257086             230240569.807312               
315075208.8145245             231377237.684309               
313961584.0935917             232349096.4176375              
312918571.7667042             233146280.0313234              
311944924.9151253             233759350.250137               
311039295.1117954             234179593.1807214              
310200259.8565108             234399605.4597385              
309426345.5907925             234414136.4539983              
308716046.7578813             234219204.3504428              
308067841.369865              233809663.5142103              
307480203.5214973             233177919.0646285              
306951613.2522189             232314614.7022917              
306480564.1205667             231210190.2002514              
306065568.8209503             229855797.459878               
305705163.1379947             228243757.5244659              
305397908.4993538             226369160.4835249              
305142393.3553473             224231931.2606317              
304937233.5839225             221833698.2132148              
304781072.0925978             219171357.701595               
304672577.7650704             216236863.2081668              
304610443.8792046             213020353.9009626              
304593386.1042388             209512529.888453               
304620140.1691894             205705994.275585               
304689459.2800523             201595414.0092618              
304800111.3515214             197178822.8388411              
304950876.1084486             192463053.3659796              
305140542.10338               187464990.4929875              
305367903.6889918             182195782.0837702              
305631757.9780093             176652578.317683               
305930901.8175946             170827799.0786051              
306264128.8008553             164714738.8308008              
306630226.3344482             158308805.0175514              
307027972.7779675             151608432.2940365              
307456134.66843               144615850.3786729              
307913464.0409407             137341797.7635025              
308398695.8548939             129816198.3648491              
308910545.5334853             122079771.8178606              
309447706.6233283             114152819.3691868              
310008848.5803525             106037011.3087128              
310592614.6882238             97732954.97392803              
311197620.1153825             89243643.48150909              
311822450.1145676             80573947.62164085              
312465658.3681085             71732484.72454308              
313125765.4824826             62735316.7920241               
313801257.6361925             53615945.86329891              
314490585.3853796             44435472.66446136              
315192162.6310661             35256766.42192023              
315904365.7514294             26112728.55086343              
316625532.9022375             17021940.52763381              
317353963.488385              8007629.461294614              
318087917.8093985             1010568.860974949              
318825616.8814508             9738340.909368986              
319565242.4388112             18391909.08308719              
320304937.1167871             26855680.62340858              
321042804.8182946             35059635.59010985              
321776911.2651765             42914119.50358692              
322505284.7352957             50339477.52821301              
323225916.9854997             57279583.89411754              
323936764.3601553             63685197.52619525              
324635749.0842482             69504933.33132973              
325320760.7391499             74686990.22316286              
325989657.9184507             79178758.53000996              
326640270.059813              82920682.21299203              
327270399.4478893             85842946.47642742              
327877823.3808636             87871932.18160763              
328460296.4918894             88945105.56679867              
329015553.2139393             89021829.88024779              
329541310.3749353             88080593.58853418              
330035269.9083225             86114548.57189794              
330495121.6628922             83130963.14668687              
330918546.2948042             79147462.41418038              
331303218.2236006             74184632.31442083              
331646808.6321468             68269470.5910257               
331946988.4894007             61451517.51363914              
332201431.5728186             53813946.55271668              
332407817.466242              45470032.66217083              
332563834.5067759             36548377.35762953              
332667182.6516042             27186021.53793022              
332715576.2331875             17549182.27251456              
332706746.5681384             8014179.949768427              
332638444.3837267             4537247.924090605              
332508442.0245101             13530380.84914155              
332314535.4013286             23523283.37591764              
332054545.6448865             33579351.82104655              
331726320.4258165             43532581.03701731              
331327734.903259              53279144.60879045              
330856692.2636725             62739739.3858358               
330311123.8114684             71853665.72594921              
329688988.5729208             80572291.84414302              
328988272.3752306             88859666.98578453              
328206986.363511              96709173.55114681              
327343164.9200507             104143733.1369577              
326394862.9530409             111180448.885323               
325360152.5247752             117817338.8908215              
324237118.7938144             124044428.5715235              
323023855.2506499             129851755.0303412              
321718458.2331301             135232809.1548348              
320319020.7160255             140185004.1115379              
318823625.3789666             144708375.579363               
317230336.9682248             148809390.8714389              
315537193.9817421             152510100.3033507              
313742199.7234821             155839515.8407684              
311843312.7934396             158816308.2924418              
309838437.1034878             161449948.6754031              
307725411.5376102             163747016.9596935              
305501999.4087282             165713752.8990455              
303165877.9045834             167357123.7880446              
300714627.7646409             168685489.8629918              
298145723.4910351             169709428.2722186              
295456524.4693891             170443451.3918937              
292644267.4608609             170904625.6388732              
289706061.0245327             171106856.6934241              
286638882.5411668             171059759.3448553              
283439578.6348396             170771139.7990075              
280104869.9277698             170248435.2441554              
276631361.2145157             169499537.7360434              
273015558.3021808             168533775.2746835              
269253892.9275349             167363003.8183246              
265342757.3223777             166001993.0223481              
261278550.1395778             164465245.7987264              
257057735.5599798             162762498.7439325              
252676917.4373541             160900490.4631355              
248132930.2776621             158886259.8530909              
243422948.6394569             156727485.7610551              
238544616.1507223             154432507.439463               
233496194.7104376             152011564.3932881              
228276733.5298623             149478388.5790813              
222886256.4294288             146850694.6024176              
217325964.2196589             144147973.2611904              
211598447.0793666             141386191.6231804              
205707899.6729675             138576446.0445705              
199660329.4549684             135729324.3718306              
193463746.4107612             132856908.459331               
187128320.6631468             129971992.0549883              
180666493.2807568             127088226.9381058              
174093025.6174853             124222292.0877304              
167424973.9114134             121395254.0595587              
160681578.8736272             118630495.4202369              
153884064.6059327             115949414.1493083              
147055347.1475392             113368023.6683868              
140219659.746978              110897982.7427787              
133402108.8436345             108549376.2972621              
126628180.8599482             106331053.8134828              
119923224.4177925             104249777.9558855              
113311934.8602456             102311239.0265061              
106817867.6636424             100522936.5703528              
100463004.5360018             98893847.26051968              
94267391.14828406             97430688.10147634              
88248859.23353089             96135704.34862274              
82422839.01946041             95006949.44931397              
76802261.46755663             94040088.54563528              
71397544.35147278             93229928.70660919              
66216652.23879933             92570825.50903386              
61265217.83996318             92057036.08878684              
56546710.95549735             91684061.32396244              
52062641.34628912             91449183.58933489              
47812783.0301248              91349773.61559977              
43795409.33899343             91382529.9873167               
40007530.24422424             91544231.32323569              
36445125.74792433             91832545.34122054              
33103371.39277864             92246437.43622129              
29976854.07839224             92786312.12228571              
27059778.34564817             93454344.56637381              
24346165.09805111             94254172.34125088              
21830046.36457589             95187499.1569294               
19505661.09748387             96251897.0023915               
17367657.8751125              97444781.37042999              
15411310.01804584             98765916.9543983               
13632745.35618102             100216996.6054859              
12029183.18637875             101801265.216792               
10599148.2348904              103523274.3751602              
9342585.312985113             105388961.1552747              
8260718.60090326              107405968.6971438              
7355395.026140771             109579794.0294867              
6627597.505869767             111905849.4792459              
6075004.009518852             114373927.2235273              
5689112.714977634             116977961.4531409              
5453332.794147007             119715922.3785994              
5343572.122318829             122587715.952491               
5331494.435927747             125595102.2703255              
5388838.850466208             128741934.6892229              
5490834.188546681             132034179.6476828              
5617842.500769294             135477981.4471496              
5755515.725441624             139070842.4607328              
5894151.702022407             142797297.7452914              
6027800.119140953             146641849.9599675              
6153409.626461052             150595866.6816555              
6270119.336534796             154654249.7851215              
6378701.97199748              158813904.362894               
6481129.159058437             163074921.8740999              
6580221.646516176             167440986.2803293              
6679351.459025337             171917308.8452857              
6782171.541909915             176504368.4695233              
6892358.440511251             181189553.1654325              
7013363.825457999             185952183.829149               
7148180.23706043              190776335.057569               
7299133.925706464             195652020.1721888              
7467721.575265881             200571724.5995249              
7654506.950870548             205530812.0380938              
7859088.191297784             210529960.6075724              
8080138.021205854             215573786.743952               
8315509.955036702             220664407.4021879              
8562395.968212301             225794167.8757216              
8817516.642835787             230944790.5175282              
9077323.794034723             236096683.9077816              
9338197.436146494             241235652.348304               
9596622.599942235             246351274.4942591              
9849335.93442429              251435181.6614818              
10093436.452497               256483662.92455                
10326458.73973854             261499888.2248327              
10546410.19109928             266487902.4097018              
10751776.26060213             271444065.8639638              
10941499.28358635             276355422.8319505              
11114937.2051236              281204660.636904               
11271808.62655146             285976505.5493131              
11412130.11496706             290659519.9311036              
11536150.8849038              295244458.5693953              
11644288.92805962             299724613.5746762              
11737071.59689308             304099688.0994747              
11815082.6510578              308374745.1843293              
11878916.93135519             312550442.9247833              
11929143.16561097             316619083.6922893              
11966274.93941255             320568566.7891273              
11990749.56532744             324386743.7563586              
12002914.42593225             328063814.7267839              
12003020.31206845             331592314.0445202              
11991221.29254267             334966441.3712676              
11967580.69949621             338183794.410697               
11932082.86558768             341247874.5024354              
11884650.2791093              344162738.4762371              
11825165.8101074              346926081.1349257              
11753499.58869513             349531339.8425857              
11669539.97534337             351971551.5000048              
11573227.84907962             354241022.933318               
11464593.15833374             356335858.0973343              
11343792.34731333             358253825.8169269              
11211144.91651595             359994517.2541447              
11067167.03913686             361560588.6844041              
10912599.88660506             362956724.1543707              
10748430.17117139             364184795.6176344              
10575900.44757247             365243329.5405356              
10396506.97484478             366130418.8307627              
10211983.45340962             366845129.1145584              
10024269.72870873             367387863.7679504              
9835465.568270469             367760537.816682               
9647770.827615038             367966666.784897               
9463414.639657056             368011282.2304443              
9284577.592267089             367899697.2852958              
9113312.067600548             367635329.3355843              
8951466.859151024             367219947.2663306              
8800622.707297232             366655479.8768603              
8662045.36629105              365944746.9645019              
8536662.158707418             365091680.8023341              
8425066.702145984             364101618.3237256              
8327554.743785277             362981460.5935879              
8244192.056757716             361739372.1585525              
8174913.440763075             360383131.7463781              
8119650.294943403             358917523.9159762              
8078483.130608813             357345197.8427627              
8051814.692396135             355669694.6571694              
8040558.753760438             353895874.5598959              
8046338.647578086             352029469.9961852              
8071687.592277811             350077434.0445842              
8120239.38228562              348048455.4013916              
8196892.916068302             345952573.5283393              
8307928.028791509             343799568.8487054              
8461045.123971645             341596413.4940566              
8665300.528859144             339346615.4252172              
8930917.426027486             337053397.0731527              
9268971.365702311             334721629.4505703              
9690977.96520951              332357147.0058098              
10208440.08824705             329966482.3409363              
10832429.60846916             327557746.8562733              
11573274.21915808             325140964.4980626              
12440392.19192716             322726328.2262943              
13442278.84285046             320321821.6107418              
14586614.03145955             317932234.3745485              
15880441.75136176             315560615.3547477              
17330372.40926563             313210606.3288036              
18942769.76546237             310886855.1663611              
20723899.73262355             308594398.0691982              
22680031.51309629             306338965.2092052              
24817490.47240392             304128152.4799285              
27142666.77237576             301970894.4106101              
29661985.30348509             299874789.5138555              
32381842.18896559             297844929.9819862              
35308512.10938504             295884668.0128915              
38448029.56952784             293996856.6437507              
41806046.35976928             292184653.7484865              
45387667.01768249             290451454.3971285              
49197264.11835076             288800688.0791593              
53238275.71799044             287236432.7994025              
57512988.21903526             285764288.196449               
62022309.28315756             284390182.8114985              
66765537.11865984             283118540.6786953              
71740134.39638744             281952420.5836203              
76941517.03079765             280894163.2187352              
82362869.86935651             279945715.0885278              
87995002.67514147             279108753.6664911              
93826260.33931944             278384635.5539407              
99842500.69891813             277774407.2696564              
106027151.3962515             277279231.7242309              
112361353.7659345             276900786.5766636              
118824196.8340097             276640746.3806299              
125393038.4661749             276500215.0933852              
132043904.0550399             276479674.9351265              
138751946.6333945             276579026.8389156              
145491946.7788931             276797609.4401225              
152238826.9138058             277134218.6799153              
158968153.1704564             277587124.532096               
165656599.1270286             278154009.0515343              
172282349.2659326             278831871.270661               
178825425.4604093             279617617.5383531              
185267926.3906029             280508986.7310755              
191594176.6653987             281504201.31523                
197790788.7747022             282601304.8920839              
203846646.197352              283798044.6113307              
209752819.6758278             285091903.4279381              
215502430.7371179             286480036.7346441              
221090477.1106683             287959077.4136296              
226513634.04074               289524488.2861477              
231770043.9607886             291170079.1455345              
236859104.9468156             292889901.322446               
241781266.1090502             294679989.2390184              
246537835.8622853             296537358.9731973              
251130807.0018821             298459074.11696                
255562700.8045392             300442265.9061155              
259836431.0097848             302484174.3944191              
263955187.5008368             304581680.4127305              
267922338.7269926             306730363.539163               
271741351.3992029             308923317.1677058              
275415725.7652354             311151824.9326844              
278948944.693005              313408664.6504551              
282344434.7583551             315689028.7943687              
285605537.5821748             317988970.6090585              
288735489.7847399             320304768.9786296              
291737410.0831204             322633258.0445145              
294614292.2256845             324971576.9403716              
297369002.6250788             327315643.9900222              
300004281.7092765             329658593.8097281              
302522748.1561036             331990802.4027448              
304926905.3071536             334302460.8784291              
307219149.1714271             336586148.6089444              
309401777.5293608             338836383.2587517              
311476999.733663              341048324.2809678              
313446946.8771277             343217731.1345112              
315313682.0608243             345341364.8997685              
317079210.5487593             347415676.7518175              
318745489.6399728             349434341.0508217              
320314438.1269082             351388053.3168696              
321787945.2395232             353266659.5618539              
323167879.0013968             355061460.9650911              
324456093.9455047             356765873.8605096              
325654438.1554877             358374569.8591201              
326764759.6140667             359882855.712981               
327788911.8514909             361286898.4496893              
328728758.8960065             362583330.1622239              
329586179.5350516             363766931.1642129              
330363070.9036353             364829705.4908794              
331061351.4252462             365762964.4014748              
331682963.1351746             366559225.0595495              
332229873.4167862             367212772.8673937              
332704076.1806111             367719340.1199918              
333107592.5180395             368075582.7277336              
333442470.8655346             368278776.951635               
333710786.7167045             368326132.4992938              
333914641.9196175             368213208.5796227              
334056163.5974882             367933761.1539981              
334137502.7316773             367481877.957767               
334160832.4469407             366853336.1567356              
334128346.0376074             366045695.3326109              
334042254.7724292             365057989.5449928              
333904785.51326               363890367.8618772              
333718178.1808538             362543789.6568821              
333484683.0988428             361018833.8365435              
333206558.2455153             359312807.9154112              
332886066.4410827             357420026.7477244              
332525472.497003              355337039.4054231              
332127040.3518933             353064027.5837011              
331693030.2174772             350603336.8592237              
331225695.7559457             347958952.8305435              
330727281.3087066             345136290.9980966              
330200019.1945502             342141777.0903403              
329646127.0939918             338981807.8203152              
329067805.534774              335659081.1819524              
328467235.4921791             332169273.3268651              
327846576.1163058             328508222.7925104              
327207962.5960257             324678946.8570648              
326553504.1665005             320688639.8384014              
325885282.2673679             316546157.4073839              
325205348.8594878             312262207.0235028              
324515724.9066277             307849180.2983221              
323818399.0251357             303319665.2387431              
323115326.3038934             298683184.4905534              
322408427.29621               293940797.7415873              
321699587.186359              289087056.4625805              
320990655.1314844             284122580.3855241              
320283443.7788375             279056446.0404899              
319579728.9574359             273900623.885295               
318881249.5425807             268668700.718713               
318189707.4913151             263377016.6241952              
317506768.046651              258043439.3287046              
316834060.1076025             252682957.919352               
316173176.7620572             247302447.6420732              
315525675.979046              241898860.2449718              
314893081.4571203             236468208.4606261              
314276883.6252878             231015475.7261774              
313678540.7933738             225551979.2045967              
313099480.4487146             220090840.7014741              
312541100.6962557             214647738.7245411              
312004771.8389803             209242336.4621868              
311491838.0953709             203893707.064786               
311003619.4504494             198612354.8151497              
310541413.6360607             193397932.361284               
310106498.2357197             188244705.4868877              
309700132.908465              183150979.7895617              
309323561.7254898             178122530.9224395              
308978015.6123295             173168810.0555862              
308664714.8877291             168300999.4322272              
308384871.8886322             163534529.0753895              
308139693.6683575             158888930.3057912              
307930384.7541168             154377843.9698302              
307758149.946806              150002007.8924025              
307624197.1428573             145754834.9699851              
307529740.1533111             141630223.0676607              
307476001.4902434             137626888.2048696              
307464215.0855288             133748036.1170251              
307495628.8997027             129998961.503055               
307571507.3709289             126387452.5923138              
307693133.6443281             122926738.041056               
307861811.5108657             119630985.8894164              
308078866.9722541             116502873.3018404              
308345649.333443              113534618.651364               
308663531.7069505             110717353.5941691              
309033910.7942489             108044937.5116928              
309458205.7867877             105514390.7855026              
309937856.2046237             103125059.8803591              
310474318.4632218             100877906.9290583              
311069060.9284037             98777007.23967396              
311723557.1873951             96830290.25791682              
312439277.2293451             95041370.81446667              
313217676.193761              93403470.30743909              
314060180.31105               91906675.03295121              
314968169.6275155             90543174.35532981              
315942957.0809809             89307386.68231645              
316985763.4769322             88195562.8062591               
318097687.9127731             87205509.71611613              
319279673.2181081             86336626.65748011              
320532466.0287638             85590353.27658264              
321856571.2035795             84968291.98384731              
323252200.4365507             84468426.01942134              
324719215.125731              84086979.64079155              
326257063.8470877             83822045.42168322              
327864715.1586857             83673960.01967396              
329540586.9395567             83644793.27472475              
331282474.050979              83737957.12315564              
333087476.7884337             83957656.19001278              
334951933.349304              84308014.55897234              
336871360.3305613             84792173.66464199              
338840406.0289335             85413490.5799008               
340852821.94759               86178204.90099446              
342901458.2998746             87094472.73648308              
344978289.3027816             88170151.0581174               
347074473.5271465             89412215.71226431              
349180453.3949709             90826328.87333441              
351286096.0124575             92415567.61389887              
353380874.9125298             94178862.0082217               
355454089.0780734             96110080.41888721              
357495112.0847782             98199883.92489575              
359493660.7266665             100441121.6875117              
361440069.5457997             102829693.1762811              
363325555.7649087             105360038.4010445              
365142458.6066695             108023467.7103437              
366884438.0908108             110809043.4575266              
368546621.1153674             113703454.9474424              
370125686.6761212             116689144.007467               
371619886.9545757             119743311.4972068              
373029006.0695257             122840038.6998088              
374354262.893541              125955276.8809271              
375598167.9479281             129070790.4740534              
376764346.6726062             132172180.0944863              
377857342.2189768             135245402.6241579              
378882410.4511825             138276459.2912412              
379845318.3410662             141252192.0180017              
380752154.7662017             144158762.4545574              
381609160.2381703             146978400.7881314              
382422579.6204221             149689997.1269172              
383198539.6787831             152273526.8630789              
383942951.4867994             154713457.2855073              
384661436.3417259             156998871.8338                 
385359272.9276761             159120959.4954793              
386041362.9389173             161071108.959201               
386712212.1739739             162840822.8221863              
387375924.1488389             164421434.6508604              
388036203.4785925             165801509.5345741              
388696366.5757104             166965503.9716345              
389359357.5589476             167897522.9082167              
390027767.6210324             168584592.3491081              
390703856.4415213             169016645.5560886              
391389574.5374637             169185098.0976782              
392086585.7116292             169081427.6861274              
392796288.9835622             168696315.2739328              
393519839.5739961             168018361.6622813              
394258168.6616242             167031799.1935738              
395012001.747623              165717799.7624355              
395781875.5527522             164060579.4073471              
396568153.4366914             162049085.5664257              
397371039.3703659             159674913.2248188              
398190590.5203606             156930791.177786               
399026728.5301884             153809466.19046                
399879249.6008714             150303008.6278563              
400747833.4807951             146401157.882076               
401632051.4759702             142085217.5800105              
402531373.5908416             137325107.4276812              
403445174.9055777             132097252.2141137              
404372741.2897239             126396941.8198207              
405313274.5448093             120228284.6697488              
406265897.0610505             113598457.1049187              
407229656.0660335             106518203.9307723              
408203527.5361935             99001593.37146558              
409186419.8353264             91064757.77223624              
410177177.1383309             82720625.81511332              
411174582.6926606             73965391.11504136              
412177361.9648697             64784890.12880606              
413184185.7148392             55197016.31706171              
414193673.0356591             45258151.8979012               
415204394.3928625             35041237.30243918              
416214874.6925766             24632434.65879001              
417223596.4043415             14143430.59183251              
418229002.7607486             3877236.545151746              
419229501.0527136             7069207.24010629               
420223466.035911              17156723.77755342              
421209243.4609228             27032010.13415774              
422185153.7366052             36550285.25392468              
423149495.7332523             45592893.97166333              
424100550.729576              54028493.11809024              
425036586.5050195             61732769.52408222              
425955861.577044              68594583.53053425              
426856629.5799397             74517816.60783222              
427737143.7779927             79428379.59258111              
428595661.7025108             83282600.07023638              
429430449.900313              86069075.06975873              
430239788.7799299             87799837.33101875              
431021977.5390042             88494232.94567011              
431775339.1534277             88174231.89308828              
432498225.4059386             86870728.07557467              
433189021.9298317             84625623.3651301               
433846153.24196               81491560.54680039              
434468087.7382632             77535519.22933315              
435053342.6242864             72840519.98817331              
435600488.7525644             67495505.32778548              
436108155.3380063             61579399.35299204              
436575034.5214557             55152060.49356592              
436999885.7505108             48261026.38182167              
437381539.9459036             40954990.22000889              
437718903.4214455             33288154.38695584              
438010961.526193              25323617.81392846              
438256781.9792824             17165242.67587337              
438455517.8703613             9142611.793146415              
438606410.3014016             4392620.523211757              
438708790.6480253             10385916.20598831              
438762082.4201902             18760860.14250574              
438765802.7037135             27434289.74521701              
438719563.1658092             36195569.43927269              
438623070.6100306             44985558.04512402              
438476127.0688148             53774055.15220381              
438278629.4247652             62540850.47422143              
438030568.5551904             71258709.08467673              
437732027.9974864             79875851.08171818              
437383182.1360476             88336007.43906929              
436984293.9141518             96607081.92762789              
436535712.077445              104677924.6835543              
436037867.9586396             112547071.4831561              
435491271.8160915             120215832.8779349              
434896508.7412234             127685115.3876635              
434254234.1516017             134956402.7863053              
433565168.8879399             142030430.2091301              
432830093.9344818             148893138.3936233              
432049844.7830601             155510138.5298268              
431225305.4617037             161853447.8503192              
430357402.2486893             167914308.6900349              
429447097.0926565             173694083.6263843              
428495380.7586256             179197880.7171754              
427503265.7185791             184432311.4857609              
426471778.8037092             189404513.3545967              
425401953.6334746             194122057.3442034              
424294822.8342819             198589059.9041493              
423151410.0578464             202796906.663628               
421972721.8059781             206729943.8214546              
420759739.0642413             210381852.0112363              
419513408.7433319             213755659.9257669              
418234634.9232798             216857900.3402095              
416924269.8950747             219696515.3004788              
415583104.9905994             222280205.1745988              
414211861.1862952             224617614.3391344              
412811179.4612414             226716076.366488               
411381610.8870212             228578739.7572193              
409923606.4257424             230203797.7059127              
408437506.4117222             231590914.0793692              
406923529.6921418             232744851.6396865              
405381762.404208              233673143.4912554              
403812146.3701571             234384202.8687064              
402214467.0985848             234886684.4882314              
400588341.3912809             235188735.3332129              
398933204.5704025             235296957.6549312              
397248297.3630581             235215792.5947843              
395532652.5110604             234948514.8091515              
393785081.2141957             234499865.2417357              
392004159.5671705             233876987.6340345              
390188215.2153605             233088233.5804274              
388335314.5354437             232142392.2162865              
386443250.7474072             231048353.4353255              
384509533.4867975             229814164.4472663              
382531380.5125549             228445770.8174953              
380505712.397177              226946937.9831228              
378429151.2413691             225321005.1811116              
376298024.6713471             223573559.3509775              
374108376.6051146             221713122.1854581              
371855986.5011461             219749347.1562848              
369536399.0081253             217692015.1167385              
367144966.0921593             215551306.0777097              
364676903.795567              213337425.623815               
362127365.7457399             211058662.3348129              
359491535.3339898             208720408.1235092              
356764738.0702507             206327374.1703422              
353942574.9021045             203886363.6124218              
351021076.2024931             201407367.8486718              
347996874.6499699             198902649.8246623              
344867393.3697667             196385273.0055001              
341631043.5598312             193868856.1268236              
338287423.5443661             191367939.2288771              
334837509.0110381             188896798.0399693              
331283822.3984466             186466581.017895               
327630568.3493257             184085758.9686656              
323883722.1735178             181763594.1137922              
320051059.6333216             179511335.783838               
316142119.1869329             177341620.0310921              
312168092.0006111             175267456.2055615              
